Episode 0 | Total reward: -10.41 | Epsilon: 0.99996
Episode 1 | Total reward: -10.33 | Epsilon: 0.99992
Saved model at step 100
Episode 2 | Total reward: -10.32 | Epsilon: 0.99989
Episode 3 | Total reward: -10.3 | Epsilon: 0.99986
Episode 4 | Total reward: -10.33 | Epsilon: 0.99983
Episode 5 | Total reward: -10.28 | Epsilon: 0.99980
Episode 6 | Total reward: -10.32 | Epsilon: 0.99977
Episode 7 | Total reward: -10.3 | Epsilon: 0.99974
Episode 8 | Total reward: -10.31 | Epsilon: 0.99970
